"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"unscaled","thinning",0.287677655876649,0.00381439898907946,0.000438890319976424,21,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0109719290575775,0.11548837894073,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,9.87473615181976,3.46465136822191,2.62612569023082,1.82076806484298
"unscaled","no_thinning",0.168847540033769,0.00237066681005847,0.000342959605786432,22,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0121479573641676,0.102544627464441,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.9331616277508,3.07633882393323,1.54136010759587,1.07544670760877
"unscaled","thinning",0.310352741999519,0.00412063279590886,0.000541300907405714,22,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0121479573641676,0.102544627464441,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.9331616277508,3.07633882393323,2.83311995961196,1.86931413340013
"unscaled","no_thinning",0.181209903056777,0.00316145187841514,0.000557543491744647,23,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0294957635480937,0.196316554494912,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,26.5461871932843,5.88949663484735,1.65421252579202,0.920400314581112
"unscaled","thinning",0.331899685516772,0.00536192987504912,0.000862853567879615,23,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0294957635480937,0.196316554494912,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,26.5461871932843,5.88949663484735,3.02981574310678,1.56103022710916
"unscaled","no_thinning",0.160871155821874,0.00252600453018787,0.000391128452271833,24,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0126914804589366,0.106089497272686,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,11.4223324130429,3.18268491818058,1.46854601492615,1.12110938132971
"unscaled","thinning",0.292128434248831,0.00411542243373503,0.000382394704260402,24,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0126914804589366,0.106089497272686,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,11.4223324130429,3.18268491818058,2.66675555211249,1.82653619320783
"unscaled","no_thinning",0.156409554367126,0.00227031413689387,0.000360495694962668,25,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0114511970448348,0.0926088486029536,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.3060773403513,2.77826545808861,1.4278173522701,1.06079267916356
"unscaled","thinning",0.286429145069835,0.00387489397102266,0.000326881505210211,25,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0114511970448348,0.0926088486029536,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,10.3060773403513,2.77826545808861,2.6147283980278,1.81052440726092
"unscaled","no_thinning",0.160116943535873,0.0023909849306968,0.000355069049143587,26,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0142967094420777,0.102630428703493,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,12.86703849787,3.0789128611048,1.46166103022297,0.999836064401004
"unscaled","thinning",0.301568830474166,0.00430801578205256,0.000538951153823253,26,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0142967094420777,0.102630428703493,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,12.86703849787,3.0789128611048,2.75293418485253,1.8014791685239
"unscaled","no_thinning",0.176170575733484,0.00240586800455251,0.0003701629816203,27,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0188476559975981,0.159441650538577,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,16.9628903978383,4.78324951615732,1.60820997163169,0.876219930872361
"unscaled","thinning",0.333319235241149,0.00448794617620067,0.000520577132492002,27,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0188476559975981,0.159441650538577,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,16.9628903978383,4.78324951615732,3.0427743998658,1.63451522728108
"unscaled","no_thinning",0.170489199370798,0.00235745884516771,0.000346964218008261,28,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0135304643706687,0.0955872167110178,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,12.1774179336018,2.86761650133054,1.5563463384397,1.01334603656356
"unscaled","thinning",0.28409001667319,0.0039168022649768,0.00050462664713386,28,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0135304643706687,0.0955872167110178,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,12.1774179336018,2.86761650133054,2.59337517489875,1.68362474677051
"unscaled","no_thinning",0.18087501437682,0.00295611879161996,0.000410300361780931,29,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0183297646187296,0.129240714008162,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,16.4967881568566,3.87722142024486,1.65115542438759,1.09172546997881
"unscaled","thinning",0.314673037843338,0.0049488856340527,0.00071628971757932,29,10000,4,"dense_heteroskedastic","balanced","30x30x30",0.0183297646187296,0.129240714008162,"unscaled_thinning_comparison",30,83.3333333333333,50,0.8,16.4967881568566,3.87722142024486,2.87255868442455,1.82767502781808
