"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"oracle","no_thinning",0.0463107760612637,0.000233327738307686,1.24786719221693e-05,3,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00415834405361438,0.0638518449980577,"dense_heteroskedastic",50,1000,1,0.8,10.3958601340359,3.19259224990288,1.46447532563595,0.809079437641706
"oracle_cp","no_thinning",0.360604368895683,0.00208793961572094,0.000123840992698675,3,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00415834405361438,0.0638518449980577,"dense_heteroskedastic",50,1000,1,0.8,10.3958601340359,3.19259224990288,11.4033113991793,7.24006936496195
"slice_oracle","no_thinning",0.0466699198382334,0.00023711903093836,1.30597109299708e-05,3,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00415834405361438,0.0638518449980577,"dense_heteroskedastic",50,1000,1,0.8,10.3958601340359,3.19259224990288,1.47583244906295,0.822225996776978
"slice_est","no_thinning",0.0467131147604975,0.000237368079745759,1.31869503661038e-05,3,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00415834405361438,0.0638518449980577,"dense_heteroskedastic",50,1000,1,0.8,10.3958601340359,3.19259224990288,1.47719839244003,0.823089590066386
"histogram","no_thinning",0.537292396669559,0.00223236274483326,7.154857184259e-05,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,16.9906774296647,9.06853873328176
"unscaled","no_thinning",0.0577894188724991,0.000286180485076854,1.67154946448174e-05,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,1.82746188294617,1.16255246582815
"oracle","no_thinning",0.0463942288881115,0.000226583868328861,1.16807976246012e-05,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,1.46711433573613,0.920452821134393
"oracle_cp","no_thinning",0.328099016206583,0.00185509122363186,0.000200932882191935,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,10.375401892733,7.53594667990801
"slice_oracle","no_thinning",0.0474727397671526,0.000237532187685146,1.49979973045737e-05,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,1.50121984432654,0.964928235525087
"slice_est","no_thinning",0.0474204096430943,0.000237286361140722,1.51014117231993e-05,4,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00302987639729763,0.0531354540025244,"dense_heteroskedastic",50,1000,1,0.8,7.57469099324407,2.65677270012622,1.4995650205039,0.963929613081249
"histogram","no_thinning",0.532107615766199,0.00225042778858165,9.05590691300862e-05,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,16.8267202614291,8.32758436402191
"unscaled","no_thinning",0.0550091400949175,0.000289877899685272,1.86755193746515e-05,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,1.7395417482723,1.07267723814236
"oracle","no_thinning",0.0479776305521215,0.000244203716466173,1.41954743303423e-05,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,1.51718589282786,0.903662433070758
"oracle_cp","no_thinning",0.367732708845621,0.00234276413198533,0.000266636229428463,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,11.6287293009571,8.66926992863364
"slice_oracle","no_thinning",0.0490054819633017,0.000254577903515766,1.57086736792136e-05,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,1.54968940838334,0.942051542155693
"slice_est","no_thinning",0.049076035293901,0.000255047759601486,1.57852816328432e-05,5,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.0036514224887471,0.0491489504080173,"dense_heteroskedastic",50,1000,1,0.8,9.12855622186775,2.45744752040086,1.55192050059538,0.943790218780925
